# Wordlist

# DATA
ID	CONCEPT	COUNTERPART	DOCULECT	COGID	TOKENS	IPA
11	*xaimaz	home	English	3	h əʊ m	həʊm
12	*xaimaz	heem	Dutch	3	h eː m	heːm
#
565	*xaiθiz	*xaiθiz	Proto-Germanic	155	x ai θ	xaiθiz
566	*xaiθiz	Heide	German	155	h ai d ə	haidə
567	*xaiθiz	heath	English	155	h iː θ	hiːθ
#
1248	*xaldanan	*xaldanan	Proto-Germanic	343	x a l d a n	xaldanan
1249	*xaldanan	halten	German	343	h a l t ə n	haltən
1250	*xaldanan	hold	English	343	h əʊ l d	həʊld
1251	*xaldanan	houden	Dutch	343	h ɑu d ə	hɑudə
#
1465	*xaliθz	*xaliθz	Proto-Germanic	401	x a l i θ z	xaliθz
1466	*xaliθz	Held	German	401	h ɛ l t	hɛlt
1467	*xaliθz	held	Dutch	401	h ɛ l t	hɛlt
#
1780	*xallō	*xallō	Proto-Germanic	488	x a ll oː	xalloː
1781	*xallō	Halle	German	488	h a l ə	halə
1782	*xallō	hall	English	488	h ɔː l	hɔːl
1783	*xallō	hal	Dutch	488	h ɑ l	hɑl
#
51	*xalmaz	*xalmaz	Proto-Germanic	15	x a l m	xalmaz
52	*xalmaz	Halm	German	15	h a l m	halm
53	*xalmaz	halm	Dutch	15	h ɑ l m	hɑlm
#
304	*xalsaz	*xalsaz	Proto-Germanic	85	x a l s	xalsaz
305	*xalsaz	Hals	German	85	h a l s	hals
306	*xalsaz	hals	Dutch	85	h ɑ l s	hɑls
#
435	*xamaraz	*xamaraz	Proto-Germanic	120	x a m a r	xamaraz
436	*xamaraz	Hammer	German	120	h a m ə r	hamər
437	*xamaraz	hammer	English	120	h æ m ə r	hæmər
438	*xamaraz	hamer	Dutch	120	h aː m ə r	haːmər
#
529	*xandlōjanan	*xandlōjanan	Proto-Germanic	145	x a n d l oː j a n	xandloːjanan
530	*xandlōjanan	handeln	German	145	h a n d ə l n	handəln
531	*xandlōjanan	handle	English	145	h æ n d ḷ	hændḷ
532	*xandlōjanan	handelen	Dutch	145	h ɑ n d ə l ə	hɑndələ
#
391	*xanduz	*xanduz	Proto-Germanic	108	x a n d	xanduz
392	*xanduz	Hand	German	108	h a n t	hant
393	*xanduz	hand	English	108	h æ n d	hænd
394	*xanduz	hand	Dutch	108	h ɑ n t	hɑnt
#
290	*xanxistaz	*xanxistaz	Proto-Germanic	81	x a n x i s t	xanxistaz
291	*xanxistaz	Hengst	German	81	h ɛ ŋ s t	hɛŋst
292	*xanxistaz	hengst	Dutch	81	h ɛ ŋ s t	hɛŋst
#
1528	*xarbistuz	*xarbistuz	Proto-Germanic	419	x a r b i s t	xarbistuz
1529	*xarbistuz	Herbst	German	419	h ɛ r p s t	hɛrpst
1530	*xarbistuz	harvest	English	419	h ɑː v ɪ s t	hɑːvɪst
1531	*xarbistuz	herfst	Dutch	419	h ɛ r f s t	hɛrfst
#
850	*xariz	*xariz	Proto-Germanic	234	x a r	xariz
851	*xariz	Heer	German	234	h eː r	heːr
852	*xariz	heer	Dutch	234	h eː r	heːr
#
450	*xarmaz	*xarmaz	Proto-Germanic	124	x a r m	xarmaz
451	*xarmaz	Harm	German	124	h a r m	harm
452	*xarmaz	harm	English	124	h ɑː m	hɑːm
#
488	*xaslaz	*xaslaz	Proto-Germanic	134	x a s l	xaslaz
489	*xaslaz	Hasel	German	134	h aː z ə l	haːzəl
490	*xaslaz	hazel	English	134	h eɪ z ḷ	heɪzḷ
491	*xaslaz	hazelaar	Dutch	134	h aː z ə l aː r	haːzəlaːr
#
151	*xattuz	*xattuz	Proto-Germanic	43	x a tt	xattuz
152	*xattuz	Hut	German	43	h uː t	huːt
153	*xattuz	hood	English	43	h ʊ d	hʊd
#
251	*xaubudan	*xaubudan	Proto-Germanic	70	x au b u d	xaubudan
252	*xaubudan	Haupt	German	70	h au p t	haupt
253	*xaubudan	head	English	70	h ɛ d	hɛd
254	*xaubudan	hoofd	Dutch	70	h oː f t	hoːft
#
90	*xawwanan	*xawwanan	Proto-Germanic	26	x a ww a n	xawwanan
91	*xawwanan	hauen	German	26	h auə n	hauən
92	*xawwanan	hew	English	26	h j uː	hjuː
93	*xawwanan	houwen	Dutch	26	h ɑu ʋ ə	hɑuʋə
#
808	*xawwjan	*xawwjan	Proto-Germanic	222	x a ww j	xawwjan
809	*xawwjan	Heu	German	222	h ɔy	hɔy
810	*xawwjan	hay	English	222	h eɪ	heɪ
811	*xawwjan	hooi	Dutch	222	h oː j	hoːj
#
1341	*xazwaz	*xazwaz	Proto-Germanic	368	x a z w	xazwaz
1342	*xazwaz	Haar	German	368	h aː r	haːr
1343	*xazwaz	hair	English	368	h ɛə r	hɛər
1344	*xazwaz	haar	Dutch	368	h aː r	haːr
#
1696	*xelanan	*xelanan	Proto-Germanic	465	x e l a n	xelanan
1697	*xelanan	hehlen	German	465	h eː l ə n	heːlən
1698	*xelanan	helen	Dutch	465	h eː l ə	heːlə
#
630	*xelmaz	*xelmaz	Proto-Germanic	174	x e l m	xelmaz
631	*xelmaz	Helm	German	174	h ɛ l m	hɛlm
632	*xelmaz	helm	English	174	h ɛ l m	hɛlm
633	*xelmaz	helm	Dutch	174	h ɛ l m	hɛlm
#
1443	*xelpanan	*xelpanan	Proto-Germanic	395	x e l p a n	xelpanan
1444	*xelpanan	helfen	German	395	h ɛ l f ə n	hɛlfən
1445	*xelpanan	help	English	395	h ɛ l p	hɛlp
1446	*xelpanan	helpen	Dutch	395	h ɛ l p ə	hɛlpə
#
476	*xelpō	*xelpō	Proto-Germanic	131	x e l p oː	xelpoː
477	*xelpō	Hilfe	German	131	h ɪ l f ə	hɪlfə
478	*xelpō	help	English	131	h ɛ l p	hɛlp
479	*xelpō	hulp	Dutch	131	h ʉ l p	hʉlp
#
1071	*xemenaz	*xemenaz	Proto-Germanic	294	x e m e n	xemenaz
1072	*xemenaz	Himmel	German	294	h ɪ m ə l	hɪməl
1073	*xemenaz	heaven	English	294	h ɛ v ṇ	hɛvṇ
1074	*xemenaz	hemel	Dutch	294	h eː m ə l	heːməl
#
484	*xendjō	*xendjō	Proto-Germanic	133	x e n d j oː	xendjoː
485	*xendjō	Hinde	German	133	h ɪ n d ə	hɪndə
486	*xendjō	hind	English	133	h aɪ n d	haɪnd
487	*xendjō	hinde	Dutch	133	h ɪ n d ə	hɪndə
#
574	*xenkōjanan	*xenkōjanan	Proto-Germanic	158	x e n k oː j a n	xenkoːjanan
575	*xenkōjanan	hinken	German	158	h ɪ ŋ k ə n	hɪŋkən
576	*xenkōjanan	hinken	Dutch	158	h ɪ ŋ k ə	hɪŋkə
#
343	*xerdō	*xerdō	Proto-Germanic	95	x e r d oː	xerdoː
344	*xerdō	Herde	German	95	h eː r d ə	heːrdə
345	*xerdō	herd	English	95	h ɜː d	hɜːd
#
111	*xertōn	*xertōn	Proto-Germanic	32	x e r t oː n	xertoːn
112	*xertōn	Herz	German	32	h ɛ r t͡s	hɛrt͡s
113	*xertōn	heart	English	32	h ɑː t	hɑːt
114	*xertōn	hart	Dutch	32	h ɑ r t	hɑrt
#
1509	*xerθaz	*xerθaz	Proto-Germanic	414	x e r θ	xerθaz
1510	*xerθaz	Herd	German	414	h eː r t	heːrt
1511	*xerθaz	hearth	English	414	h ɑː θ	hɑːθ
1512	*xerθaz	haard	Dutch	414	h aː r t	haːrt
#
168	*xitō	*xitō	Proto-Germanic	48	x i t oː	xitoː
169	*xitō	Hitze	German	48	h ɪ t͡s ə	hɪt͡sə
170	*xitō	hitte	Dutch	48	h ɪ t ə	hɪtə
#
76	*xlībanan	*xlībanan	Proto-Germanic	22	x l iː b a n	xliːbanan
77	*xlībanan	bleiben	German	22	b l ai b ə n	blaibən
78	*xlībanan	blijven	Dutch	22	b l ɛɪ v ə	blɛɪvə
#
1163	*xnakkaz	*xnakkaz	Proto-Germanic	319	x n a kk	xnakkaz
1164	*xnakkaz	Nacken	German	319	n a k ə n	nakən
1165	*xnakkaz	neck	English	319	n ɛ k	nɛk
1166	*xnakkaz	nek	Dutch	319	n ɛ k	nɛk
#
1866	*xnappaz	*xnappaz	Proto-Germanic	512	x n a pp	xnappaz
1867	*xnappaz	Napf	German	512	n a p͡f	nap͡f
1868	*xnappaz	nap	Dutch	512	n ɑ p	nɑp
#
1763	*xneusanan	*xneusanan	Proto-Germanic	483	x n eu s a n	xneusanan
1764	*xneusanan	niesen	German	483	n iː z ə n	niːzən
1765	*xneusanan	niezen	Dutch	483	n iː z ə	niːzə
#
346	*xnīgwanan	*xnīgwanan	Proto-Germanic	96	x n iː g w a n	xniːgwanan
347	*xnīgwanan	neigen	German	96	n ai ɡ ə n	naiɡən
348	*xnīgwanan	neigen	Dutch	96	n ɛɪ ɣ ə	nɛɪɣə
#
182	*xrabnaz	*xrabnaz	Proto-Germanic	52	x r a b n	xrabnaz
183	*xrabnaz	Rabe	German	52	r aː b ə	raːbə
184	*xrabnaz	raven	English	52	r æ v ṇ	rævṇ
185	*xrabnaz	raaf	Dutch	52	r aː f	raːf
#
840	*xraigrōn	*xraigrōn	Proto-Germanic	231	x r ai g r oː n	xraigroːn
841	*xraigrōn	Reiher	German	231	r aiə r	raiər
842	*xraigrōn	reiger	Dutch	231	r ɛɪ ɣ ə r	rɛɪɣər
#
83	*xrīsan	*xrīsan	Proto-Germanic	24	x r iː s	xriːsan
84	*xrīsan	Reis	German	24	r ai s	rais
85	*xrīsan	rijs	Dutch	24	r ɛɪ s	rɛɪs
#
822	*xrōpanan	*xrōpanan	Proto-Germanic	226	x r oː p a n	xroːpanan
823	*xrōpanan	rufen	German	226	r uː f ə n	ruːfən
824	*xrōpanan	roepen	Dutch	226	r uː p ə	ruːpə
#
1621	*xufan	*xufan	Proto-Germanic	445	x u f	xufan
1622	*xufan	Hof	German	445	h oː f	hoːf
1623	*xufan	hof	Dutch	445	h ɔ f	hɔf
#
432	*xultan	*xultan	Proto-Germanic	119	x u l t	xultan
433	*xultan	Holz	German	119	h ɔ l t͡s	hɔlt͡s
434	*xultan	hout	Dutch	119	h ɑu t	hɑut
#
1140	*xulōjanan	*xulōjanan	Proto-Germanic	313	x u l oː j a n	xuloːjanan
1141	*xulōjanan	holen	German	313	h oː l ə n	hoːlən
1142	*xulōjanan	halen	Dutch	313	h aː l ə	haːlə
#
372	*xunagan	*xunagan	Proto-Germanic	103	x u n a g	xunagan
373	*xunagan	Honig	German	103	h oː n ɪ x	hoːnɪx
374	*xunagan	honey	English	103	h ʌ n ɪ	hʌnɪ
375	*xunagan	honing	Dutch	103	h oː n ɪ ŋ	hoːnɪŋ
#
335	*xundaz	*xundaz	Proto-Germanic	93	x u n d	xundaz
336	*xundaz	Hund	German	93	h ʊ n t	hʊnt
337	*xundaz	hound	English	93	h aʊ n d	haʊnd
338	*xundaz	hond	Dutch	93	h ɔ n t	hɔnt
#
622	*xurnan	*xurnan	Proto-Germanic	172	x u r n	xurnan
623	*xurnan	Horn	German	172	h ɔ r n	hɔrn
624	*xurnan	horn	English	172	h ɔː n	hɔːn
625	*xurnan	hoorn	Dutch	172	h oː r n	hoːrn
#
38	*xurstiz	*xurstiz	Proto-Germanic	11	x u r s t	xurstiz
39	*xurstiz	Horst	German	11	h ɔ r s t	hɔrst
40	*xurstiz	horst	Dutch	11	h ɔ r s t	hɔrst
#
595	*xuzdan	*xuzdan	Proto-Germanic	164	x u z d	xuzdan
596	*xuzdan	Hort	German	164	h ɔ r t	hɔrt
597	*xuzdan	hoard	English	164	h ɔː d	hɔːd
#
864	*xwerbanan	*xwerbanan	Proto-Germanic	238	x w e r b a n	xwerbanan
865	*xwerbanan	werben	German	238	v ɛ r b ə n	vɛrbən
866	*xwerbanan	werven	Dutch	238	ʋ ɛ r v ə	ʋɛrvə
#
244	*xwerbilaz	*xwerbilaz	Proto-Germanic	68	x w e r b i l	xwerbilaz
245	*xwerbilaz	Wirbel	German	68	v ɪ r b ə l	vɪrbəl
246	*xwerbilaz	wervel	Dutch	68	ʋ ɛ r v ə l	ʋɛrvəl
#
1784	*xwīlō	*xwīlō	Proto-Germanic	489	x w iː l oː	xwiːloː
1785	*xwīlō	Weile	German	489	v ai l ə	vailə
1786	*xwīlō	while	English	489	ʋ aɪ l	ʋaɪl
1787	*xwīlō	wijl	Dutch	489	ʋ ɛɪ l	ʋɛɪl
#
349	*xwōstōn	*xwōstōn	Proto-Germanic	97	x w oː s t oː n	xwoːstoːn
350	*xwōstōn	Husten	German	97	h ʊ s t ə n	hʊstən
351	*xwōstōn	hoest	Dutch	97	h uː s t	huːst
#
1888	*xōfaz	*xōfaz	Proto-Germanic	518	x oː f	xoːfaz
1889	*xōfaz	Huf	German	518	h uː f	huːf
1890	*xōfaz	hoof	English	518	h uː f	huːf
1891	*xōfaz	hoef	Dutch	518	h uː f	huːf
#
1233	*xōrōn	*xōrōn	Proto-Germanic	339	x oː r oː n	xoːroːn
1234	*xōrōn	Hure	German	339	h uː r ə	huːrə
1235	*xōrōn	whore	English	339	h ɔː r	hɔːr
1236	*xōrōn	hoer	Dutch	339	h uː r	huːr
#
1545	*ēdmaz	*ēdmaz	Proto-Germanic	424	eː d m	eːdmaz
1546	*ēdmaz	Atem	German	424	aː t ə m	aːtəm
1547	*ēdmaz	adem	Dutch	424	aː d ə m	aːdəm
#
418	*ēdro	*ēdro	Proto-Germanic	115	eː d r o	eːdro
419	*ēdro	Ader	German	115	aː d ə r	aːdər
420	*ēdro	ader	Dutch	115	aː d ə r	aːdər
#
772	*ēlaz	*ēlaz	Proto-Germanic	212	eː l	eːlaz
773	*ēlaz	Aal	German	212	aː l	aːl
774	*ēlaz	eel	English	212	iː l	iːl
775	*ēlaz	aal	Dutch	212	aː l	aːl
#
709	*ūruz	*ūruz	Proto-Germanic	195	uː r	uːruz
710	*ūruz	Auerochse	German	195	auə r ɔ k s ə	auərɔksə
711	*ūruz	oeros	Dutch	195	uː r ɔ s	uːrɔs
#
949	*θakan	*θakan	Proto-Germanic	261	θ a k	θakan
950	*θakan	Dach	German	261	d a x	dax
951	*θakan	thatch	English	261	θ æ ʧ	θæʧ
952	*θakan	dak	Dutch	261	d ɑ k	dɑk
#
352	*θankaz	*θankaz	Proto-Germanic	98	θ a n k	θankaz
353	*θankaz	denken	German	98	d ɛ ŋ k ə n	dɛŋkən
354	*θankaz	think	English	98	θ ɪ ŋ k	θɪŋk
355	*θankaz	denken	Dutch	98	d ɛ ŋ k ə	dɛŋkə
1195	*θankaz	*θankaz	Proto-Germanic	328	θ a n k	θankaz
1196	*θankaz	Dank	German	328	d a ŋ k	daŋk
1197	*θankaz	thanks	English	328	θ æ ŋ k s	θæŋks
1198	*θankaz	dank	Dutch	328	d ɑ ŋ k	dɑŋk
#
142	*θarmaz	*θarmaz	Proto-Germanic	40	θ a r m	θarmaz
143	*θarmaz	Darm	German	40	d a r m	darm
144	*θarmaz	darm	Dutch	40	d ɑ r m	dɑrm
#
1802	*θegnaz	*θegnaz	Proto-Germanic	494	θ e g n	θegnaz
1803	*θegnaz	Degen	German	494	d eː ɡ ə n	deːɡən
1804	*θegnaz	thane	English	494	θ eɪ n	θeɪn
#
1919	*θegwanōjanan	*θegwanōjanan	Proto-Germanic	527	θ e g w a n oː j a n	θegwanoːjanan
1920	*θegwanōjanan	dienen	German	527	d iː n ə n	diːnən
1921	*θegwanōjanan	dienen	Dutch	527	d iː n ə	diːnə
#
1406	*θegwernō	*θegwernō	Proto-Germanic	385	θ e g w e r n oː	θegwernoː
1407	*θegwernō	Dirne	German	385	d ɪ r n ə	dɪrnə
1408	*θegwernō	deern	Dutch	385	d eː r n	deːrn
#
1273	*θelan	*θelan	Proto-Germanic	350	θ e l	θelan
1274	*θelan	Diele	German	350	d iː l ə	diːlə
1275	*θelan	deel	Dutch	350	d eː l	deːl
#
712	*θengaz	*θengaz	Proto-Germanic	196	θ e n g	θengaz
713	*θengaz	Ding	German	196	d ɪ ŋ	dɪŋ
714	*θengaz	thing	English	196	θ ɪ ŋ	θɪŋ
715	*θengaz	ding	Dutch	196	d ɪ ŋ	dɪŋ
#
585	*θenxslō	*θenxslō	Proto-Germanic	161	θ e n x s l oː	θenxsloː
586	*θenxslō	Deichsel	German	161	d ai k s ə l	daiksəl
587	*θenxslō	dissel	Dutch	161	d ɪ s ə l	dɪsəl
#
1713	*θestilaz	*θestilaz	Proto-Germanic	470	θ e s t i l	θestilaz
1714	*θestilaz	Distel	German	470	d ɪ s t ə l	dɪstəl
1715	*θestilaz	thistle	English	470	θ ɪ s ḷ	θɪsḷ
1716	*θestilaz	distel	Dutch	470	d ɪ s t ə l	dɪstəl
#
649	*θeubaz	*θeubaz	Proto-Germanic	179	θ eu b	θeubaz
650	*θeubaz	Dieb	German	179	d iː p	diːp
651	*θeubaz	thief	English	179	θ iː f	θiːf
652	*θeubaz	dief	Dutch	179	d iː f	diːf
#
225	*θrejez	*θrejez	Proto-Germanic	63	θ r e j e z	θrejez
226	*θrejez	drei	German	63	d r ai	drai
227	*θrejez	three	English	63	θ r iː	θriː
228	*θrejez	drie	Dutch	63	d r iː	driː
#
1006	*θrengwanan	*θrengwanan	Proto-Germanic	276	θ r e n g w a n	θrengwanan
1007	*θrengwanan	dringen	German	276	d r ɪ ŋ ə n	drɪŋən
1008	*θrengwanan	dringen	Dutch	276	d r ɪ ŋ ə	drɪŋə
#
1348	*θreskanan	*θreskanan	Proto-Germanic	370	θ r e s k a n	θreskanan
1349	*θreskanan	dreschen	German	370	d r ɛ ʃ ə n	drɛʃən
1350	*θreskanan	thrash	English	370	θ r æ ʃ	θræʃ
1351	*θreskanan	dorsen	Dutch	370	d ɔ r s ə	dɔrsə
#
1101	*θrēanan	*θrēanan	Proto-Germanic	302	θ r eːa n	θreːanan
1102	*θrēanan	drehen	German	302	d r eːə n	dreːən
1103	*θrēanan	draaien	Dutch	302	d r aː j ə	draːjə
#
547	*θunraz	*θunraz	Proto-Germanic	150	θ u n r	θunraz
548	*θunraz	Donner	German	150	d ɔ n ə r	dɔnər
549	*θunraz	thunder	English	150	θ ʌ n d ə r	θʌndər
550	*θunraz	donder	Dutch	150	d ɔ n d ə r	dɔndər
#
1657	*θurnuz	*θurnuz	Proto-Germanic	455	θ u r n	θurnuz
1658	*θurnuz	Dorn	German	455	d ɔ r n	dɔrn
1659	*θurnuz	thorn	English	455	θ ɔː n	θɔːn
1660	*θurnuz	doorn	Dutch	455	d oː r n	doːrn
#
611	*θurpan	*θurpan	Proto-Germanic	169	θ u r p	θurpan
612	*θurpan	Dorf	German	169	d ɔ r f	dɔrf
613	*θurpan	dorp	Dutch	169	d ɔ r p	dɔrp
#
64	*θurstuz	*θurstuz	Proto-Germanic	19	θ u r s t	θurstuz
65	*θurstuz	Durst	German	19	d ʊ r s t	dʊrst
66	*θurstuz	thirst	English	19	θ ɜː s t	θɜːst
67	*θurstuz	dorst	Dutch	19	d ɔ r s t	dɔrst
#
871	*θwenganan	*θwenganan	Proto-Germanic	240	θ w e n g a n	θwenganan
872	*θwenganan	zwingen	German	240	t͡s v ɪ ŋ ə n	t͡svɪŋən
873	*θwenganan	dwingen	Dutch	240	d ʋ ɪ ŋ ə	dʋɪŋə
